fold,trial,objective,boosting_type,learning_rate,num_leaves,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,min_child_weight,min_split_gain,reg_alpha,reg_lambda,Accuracy,MCC,PPV,NPV,Sensitivity,Specificity,AUC,OPM,n_Accuracy,n_MCC,n_PPV,n_NPV,n_Sensitivity,n_Specificity,n_OPM,TP,TN,FP,FN,n_TP,n_TN,n_FP,n_FN
3,53,binary,gbdt,0.003501930532023668,20,0.7,0.7,1,20,0.04893499657187613,0.1,0.1,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,305,198,71,46,305,258,93,46
1,29,binary,dart,0.0035882006603218256,20,0.7,0.8,5,40,0.008601450186923616,0.2,0.9999999999999999,0.7,0.84,0.67,0.85,0.82,0.87,0.79,0.9,0.58,0.83,0.67,0.81,0.86,0.87,0.8,0.58,306,213,55,46,306,280,72,46
3,28,binary,gbdt,0.0028439964909491243,20,0.6,0.7,5,10,0.0031772168194827578,0.2,0.7,0.1,0.81,0.62,0.81,0.82,0.87,0.73,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.73,0.52,307,197,72,44,307,257,94,44
0,45,binary,gbdt,0.0031675542545420207,5,0.5,0.8,7,30,0.0014276957652649314,0.1,0.4,0.1,0.83,0.65,0.82,0.84,0.89,0.75,0.9,0.56,0.82,0.64,0.78,0.87,0.89,0.75,0.55,313,200,68,39,313,263,89,39
3,54,binary,gbdt,0.004090267616480246,20,0.5,0.7,3,10,0.017545598889882937,0.1,0.4,0.4,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.61,0.76,0.85,0.87,0.73,0.52,305,197,72,46,305,257,94,46
1,45,binary,gbdt,0.0031675542545420207,5,0.5,0.8,7,30,0.0014276957652649314,0.1,0.4,0.1,0.84,0.67,0.84,0.83,0.88,0.78,0.9,0.58,0.83,0.66,0.8,0.87,0.88,0.78,0.58,309,210,58,43,309,276,76,43
1,37,binary,gbdt,0.0014667387396235223,15,0.6,0.7,5,40,0.005409191808021579,0.1,0.9999999999999999,0.1,0.85,0.68,0.85,0.84,0.88,0.79,0.9,0.6,0.84,0.68,0.81,0.87,0.88,0.8,0.59,311,213,55,41,311,280,72,41
0,29,binary,dart,0.0035882006603218256,20,0.7,0.8,5,40,0.008601450186923616,0.2,0.9999999999999999,0.7,0.83,0.66,0.84,0.83,0.88,0.78,0.9,0.57,0.83,0.65,0.8,0.86,0.88,0.78,0.56,308,208,60,44,308,273,79,44
3,46,binary,gbdt,0.003305940160264824,20,0.6,0.7,5,20,0.004990598369268039,0.2,0.7,0.1,0.8,0.6,0.81,0.8,0.86,0.73,0.9,0.51,0.8,0.6,0.76,0.84,0.86,0.73,0.51,303,196,73,48,303,256,95,48
3,31,binary,gbdt,0.003969387151341788,20,0.5,0.7,5,30,0.009280889025481394,0.2,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.52,0.8,0.61,0.77,0.85,0.87,0.74,0.52,304,198,71,47,304,258,93,47
3,39,binary,gbdt,0.002872934527983262,20,0.6,0.7,1,20,0.025229162806327966,0.2,0.1,0.1,0.81,0.62,0.81,0.82,0.87,0.74,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.74,0.53,306,199,70,45,306,260,91,45
3,49,binary,gbdt,0.004973995987649795,10,0.5,0.8,5,20,0.0023643141553542552,0.1,0.4,0.1,0.81,0.6,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.6,0.76,0.84,0.87,0.73,0.51,304,196,73,47,304,256,95,47
3,61,binary,gbdt,0.004641382007433648,20,0.5,0.8,5,10,0.011596114258996915,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.61,0.76,0.85,0.87,0.73,0.52,305,197,72,46,305,257,94,46
3,60,binary,gbdt,0.004709864460071347,20,0.5,0.8,5,10,0.010812842340396445,0.0,0.7,0.1,0.81,0.62,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.53,305,199,70,46,305,260,91,46
0,40,binary,dart,0.0033777016536962468,15,0.8,0.9,5,30,0.004591353494852446,0.1,0.7,0.4,0.83,0.65,0.84,0.81,0.86,0.79,0.9,0.56,0.82,0.65,0.8,0.85,0.86,0.79,0.56,302,211,57,50,302,277,75,50
1,40,binary,dart,0.0033777016536962468,15,0.8,0.9,5,30,0.004591353494852446,0.1,0.7,0.4,0.83,0.65,0.84,0.81,0.86,0.79,0.9,0.57,0.83,0.65,0.8,0.85,0.86,0.79,0.56,304,211,57,48,304,277,75,48
3,47,binary,gbdt,0.004718781109220948,15,0.6,0.8,3,30,0.00391812654376432,0.1,0.9999999999999999,0.1,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.6,0.76,0.85,0.87,0.73,0.52,305,196,73,46,305,256,95,46
1,48,binary,dart,0.0034374258170566893,20,0.5,0.6,7,40,0.0030790007665954817,0.2,0.7,0.9999999999999999,0.84,0.66,0.84,0.83,0.88,0.78,0.9,0.58,0.83,0.66,0.8,0.86,0.88,0.78,0.57,309,209,59,43,309,275,77,43
3,59,binary,gbdt,0.004650573054787844,20,0.6,0.8,5,10,0.01159430431201425,0.1,0.7,0.1,0.81,0.62,0.81,0.82,0.87,0.74,0.9,0.53,0.81,0.62,0.77,0.85,0.87,0.74,0.53,306,199,70,45,306,260,91,45
3,33,binary,gbdt,0.0042207518187365,20,0.5,0.7,5,30,0.00600258219906862,0.2,0.7,0.4,0.81,0.61,0.81,0.81,0.86,0.74,0.9,0.52,0.8,0.61,0.77,0.84,0.86,0.74,0.52,303,199,70,48,303,260,91,48
3,62,binary,gbdt,0.004663411310183621,20,0.5,0.8,5,10,0.011986403359589247,0.0,0.7,0.1,0.81,0.61,0.81,0.81,0.87,0.74,0.9,0.53,0.8,0.61,0.77,0.85,0.87,0.74,0.52,305,198,71,46,305,258,93,46
0,38,binary,dart,0.0010718571822031452,10,0.5,0.7,3,30,0.011045790609629869,0.2,0.4,0.4,0.83,0.66,0.8,0.89,0.93,0.69,0.9,0.57,0.81,0.65,0.75,0.91,0.93,0.69,0.56,329,186,82,23,329,244,108,23
3,25,binary,gbdt,0.003615976939713256,20,0.6,0.7,3,20,0.02060308574787291,0.1,0.4,0.4,0.81,0.61,0.81,0.81,0.87,0.73,0.9,0.52,0.8,0.6,0.76,0.85,0.87,0.73,0.51,304,197,72,47,304,257,94,47
3,32,binary,gbdt,0.003872907565795822,20,0.5,0.7,5,30,0.007804287057804024,0.2,0.7,0.1,0.81,0.6,0.81,0.8,0.86,0.73,0.9,0.52,0.8,0.6,0.76,0.84,0.86,0.73,0.51,303,197,72,48,303,257,94,48
2,48,binary,dart,0.0034374258170566893,20,0.5,0.6,7,40,0.0030790007665954817,0.2,0.7,0.9999999999999999,0.83,0.65,0.83,0.82,0.87,0.77,0.89,0.56,0.82,0.64,0.79,0.86,0.87,0.77,0.56,306,207,62,45,306,270,81,45
0,7,binary,dart,0.003210839348375793,5,0.6,0.7,3,10,0.02329960903411058,0.1,0.4,0.9999999999999999,0.82,0.63,0.8,0.85,0.9,0.71,0.89,0.54,0.81,0.63,0.76,0.88,0.9,0.71,0.53,318,190,78,34,318,250,102,34
1,7,binary,dart,0.003210839348375793,5,0.6,0.7,3,10,0.02329960903411058,0.1,0.4,0.9999999999999999,0.8,0.59,0.8,0.81,0.88,0.71,0.89,0.51,0.79,0.59,0.75,0.85,0.88,0.7,0.5,308,189,79,44,308,248,104,44
3,34,binary,dart,0.0030829551511927706,20,0.5,0.7,5,30,0.014346505836854638,0.2,0.9999999999999999,0.1,0.79,0.56,0.78,0.81,0.88,0.67,0.89,0.48,0.77,0.56,0.73,0.85,0.88,0.67,0.47,308,180,89,43,308,235,116,43
2,87,binary,gbdt,0.004443092927617124,20,0.7,0.9,5,10,0.006787275838721423,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.83,0.8,0.89,0.55,0.82,0.64,0.81,0.83,0.83,0.8,0.55,293,215,54,58,293,281,70,58
2,47,binary,gbdt,0.004718781109220948,15,0.6,0.8,3,30,0.00391812654376432,0.1,0.9999999999999999,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,296,212,57,55,296,277,74,55
4,7,binary,dart,0.003210839348375793,5,0.6,0.7,3,10,0.02329960903411058,0.1,0.4,0.9999999999999999,0.79,0.58,0.78,0.81,0.88,0.68,0.89,0.49,0.78,0.57,0.74,0.85,0.88,0.68,0.48,308,184,85,43,308,240,111,43
2,34,binary,dart,0.0030829551511927706,20,0.5,0.7,5,30,0.014346505836854638,0.2,0.9999999999999999,0.1,0.82,0.64,0.83,0.81,0.87,0.77,0.89,0.55,0.82,0.64,0.79,0.85,0.87,0.77,0.55,304,207,62,47,304,270,81,47
2,86,binary,gbdt,0.004045457130578751,20,0.5,0.8,5,10,0.023719320282452085,0.0,0.7,0.1,0.82,0.64,0.85,0.8,0.84,0.8,0.89,0.55,0.82,0.64,0.81,0.84,0.84,0.8,0.56,296,215,54,55,296,281,70,55
2,84,binary,gbdt,0.004774102336959872,20,0.6,0.9,5,10,0.011473831555112472,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,295,213,56,56,295,278,73,56
2,83,binary,gbdt,0.004555677588960811,20,0.6,0.9,5,10,0.01481657684723192,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.83,0.79,0.89,0.54,0.81,0.63,0.8,0.83,0.83,0.79,0.54,293,213,56,58,293,278,73,58
1,8,binary,dart,0.003286154252574204,5,0.9,0.6,1,30,0.004933393221558848,0.0,0.7,0.7,0.81,0.62,0.82,0.8,0.86,0.75,0.89,0.53,0.81,0.62,0.78,0.84,0.86,0.75,0.53,303,202,66,49,303,265,87,49
2,33,binary,gbdt,0.0042207518187365,20,0.5,0.7,5,30,0.00600258219906862,0.2,0.7,0.4,0.82,0.64,0.84,0.8,0.85,0.79,0.89,0.55,0.82,0.64,0.8,0.84,0.85,0.79,0.55,298,212,57,53,298,277,74,53
2,85,binary,gbdt,0.0041841885983293315,20,0.6,0.8,5,10,0.009422982922931696,0.0,0.7,0.1,0.82,0.64,0.84,0.79,0.84,0.8,0.89,0.55,0.82,0.64,0.81,0.83,0.84,0.8,0.55,294,215,54,57,294,281,70,57
2,9,binary,dart,0.0033638098373512245,10,0.9,0.8,7,20,0.004845624575867189,0.0,0.1,0.1,0.8,0.6,0.82,0.77,0.83,0.77,0.89,0.51,0.8,0.6,0.78,0.82,0.83,0.77,0.51,290,207,62,61,290,270,81,61
2,88,binary,gbdt,0.004842111915913908,20,0.5,0.8,5,10,0.008005897080838839,0.0,0.7,0.1,0.83,0.65,0.85,0.8,0.84,0.81,0.89,0.56,0.82,0.65,0.81,0.84,0.84,0.81,0.56,296,217,52,55,296,283,68,55
4,8,binary,dart,0.003286154252574204,5,0.9,0.6,1,30,0.004933393221558848,0.0,0.7,0.7,0.79,0.58,0.79,0.8,0.87,0.7,0.89,0.49,0.78,0.57,0.74,0.84,0.87,0.7,0.48,304,188,81,47,304,245,106,47
2,46,binary,gbdt,0.003305940160264824,20,0.6,0.7,5,20,0.004990598369268039,0.2,0.7,0.1,0.83,0.65,0.85,0.8,0.85,0.8,0.89,0.56,0.82,0.65,0.81,0.84,0.85,0.8,0.56,297,215,54,54,297,281,70,54
2,63,binary,gbdt,0.004694740324268083,20,0.5,0.9,5,10,0.012356941808962896,0.0,0.7,0.1,0.82,0.64,0.85,0.79,0.84,0.8,0.89,0.55,0.82,0.64,0.81,0.83,0.84,0.8,0.56,295,216,53,56,295,282,69,56
2,90,binary,gbdt,0.0038499108811824163,20,0.5,0.9,5,10,0.019957887261862883,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.81,0.63,0.8,0.83,0.84,0.79,0.54,295,212,57,56,295,277,74,56
2,45,binary,gbdt,0.0031675542545420207,5,0.5,0.8,7,30,0.0014276957652649314,0.1,0.4,0.1,0.83,0.65,0.84,0.82,0.87,0.78,0.89,0.56,0.82,0.65,0.8,0.85,0.87,0.78,0.56,304,209,60,47,304,273,78,47
2,37,binary,gbdt,0.0014667387396235223,15,0.6,0.7,5,40,0.005409191808021579,0.1,0.9999999999999999,0.1,0.82,0.64,0.83,0.81,0.87,0.77,0.89,0.55,0.82,0.64,0.79,0.85,0.87,0.77,0.55,304,207,62,47,304,270,81,47
3,2,binary,gbdt,0.0013389793258751861,20,0.8,0.8,1,30,0.0050219070458047774,0.2,0.9999999999999999,0.1,0.81,0.61,0.81,0.82,0.88,0.72,0.89,0.53,0.8,0.61,0.76,0.86,0.88,0.72,0.52,308,195,74,43,308,254,97,43
2,2,binary,gbdt,0.0013389793258751861,20,0.8,0.8,1,30,0.0050219070458047774,0.2,0.9999999999999999,0.1,0.81,0.61,0.82,0.8,0.85,0.76,0.89,0.53,0.8,0.61,0.78,0.84,0.85,0.76,0.52,299,204,65,52,299,266,85,52
2,95,binary,gbdt,0.004988417804946296,20,0.6,0.9,5,10,0.0102018516648273,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.8,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,294,214,55,57,294,279,72,57
3,40,binary,dart,0.0033777016536962468,15,0.8,0.9,5,30,0.004591353494852446,0.1,0.7,0.4,0.81,0.61,0.81,0.81,0.87,0.73,0.89,0.52,0.8,0.6,0.76,0.85,0.87,0.73,0.52,305,196,73,46,305,256,95,46
2,40,binary,dart,0.0033777016536962468,15,0.8,0.9,5,30,0.004591353494852446,0.1,0.7,0.4,0.81,0.61,0.83,0.78,0.84,0.77,0.89,0.52,0.8,0.61,0.79,0.83,0.84,0.77,0.52,294,208,61,57,294,271,80,57
2,96,binary,gbdt,0.004142171060469267,20,0.5,0.9,5,10,0.022449946577013137,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,295,213,56,56,295,278,73,56
3,1,binary,dart,0.003007758792262021,20,0.5,0.9,1,30,0.004348900050479972,0.2,0.4,0.4,0.79,0.58,0.78,0.81,0.88,0.68,0.89,0.49,0.78,0.57,0.73,0.85,0.88,0.68,0.48,309,183,86,42,309,239,112,42
2,6,binary,gbdt,0.004298643092911157,15,0.7,0.8,5,30,0.004542591917927929,0.1,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.81,0.63,0.8,0.83,0.84,0.79,0.54,294,213,56,57,294,278,73,57
2,97,binary,gbdt,0.004513970019640387,20,0.7,0.8,5,10,0.008794090243964317,0.0,0.7,0.1,0.82,0.64,0.85,0.8,0.84,0.8,0.89,0.55,0.82,0.64,0.81,0.84,0.84,0.8,0.56,296,215,54,55,296,281,70,55
2,39,binary,gbdt,0.002872934527983262,20,0.6,0.7,1,20,0.025229162806327966,0.2,0.1,0.1,0.83,0.65,0.85,0.8,0.85,0.8,0.89,0.56,0.82,0.65,0.81,0.84,0.85,0.8,0.56,297,216,53,54,297,282,69,54
3,37,binary,gbdt,0.0014667387396235223,15,0.6,0.7,5,40,0.005409191808021579,0.1,0.9999999999999999,0.1,0.79,0.57,0.78,0.8,0.87,0.68,0.89,0.49,0.78,0.57,0.73,0.84,0.87,0.68,0.48,306,184,85,45,306,240,111,45
2,98,binary,dart,0.004249541773187868,20,0.6,0.8,5,10,0.017927760164937988,0.0,0.7,0.1,0.82,0.62,0.83,0.79,0.85,0.78,0.89,0.54,0.81,0.63,0.79,0.83,0.85,0.78,0.54,297,209,60,54,297,273,78,54
3,98,binary,dart,0.004249541773187868,20,0.6,0.8,5,10,0.017927760164937988,0.0,0.7,0.1,0.81,0.61,0.8,0.82,0.88,0.72,0.89,0.53,0.8,0.61,0.76,0.86,0.88,0.72,0.52,310,193,76,41,310,252,99,41
2,99,binary,gbdt,0.003951080725542105,5,0.5,0.9,5,10,0.027518419204939304,0.0,0.7,0.1,0.83,0.65,0.84,0.81,0.86,0.79,0.89,0.56,0.82,0.65,0.8,0.85,0.86,0.79,0.56,302,212,57,49,302,277,74,49
2,94,binary,gbdt,0.004344875486223216,20,0.6,0.8,5,10,0.014983960681136672,0.0,0.7,0.1,0.83,0.65,0.85,0.79,0.84,0.81,0.89,0.56,0.82,0.65,0.81,0.83,0.84,0.81,0.56,295,217,52,56,295,283,68,56
2,41,binary,gbdt,0.003991419847248982,20,0.5,0.7,5,30,0.003221014601688198,0.2,0.7,0.1,0.83,0.65,0.84,0.8,0.85,0.8,0.89,0.56,0.82,0.64,0.81,0.84,0.85,0.79,0.56,298,214,55,53,298,279,72,53
2,93,binary,gbdt,0.004815583727855788,20,0.6,0.9,5,10,0.01350588833214403,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,295,213,56,56,295,278,73,56
2,36,binary,gbdt,0.004850441289814548,20,0.5,0.6,7,20,0.0028076759637862374,0.1,0.4,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,296,212,57,55,296,277,74,55
2,42,binary,gbdt,0.004131065821448132,20,0.5,0.7,5,30,0.0020216437733513743,0.2,0.7,0.1,0.82,0.64,0.84,0.8,0.85,0.79,0.89,0.55,0.82,0.64,0.8,0.84,0.85,0.79,0.55,297,212,57,54,297,277,74,54
2,92,binary,gbdt,0.004622440571736612,20,0.6,0.9,5,10,0.012199758147912944,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.81,0.63,0.8,0.83,0.84,0.79,0.54,294,213,56,57,294,278,73,57
2,4,binary,gbdt,0.00399033131253107,5,0.6,0.6,5,30,0.004362705344191273,0.1,0.1,0.9999999999999999,0.83,0.65,0.84,0.81,0.86,0.79,0.89,0.56,0.82,0.65,0.8,0.85,0.86,0.79,0.56,301,213,56,50,301,278,73,50
2,91,binary,gbdt,0.004677439177050696,20,0.6,0.9,5,10,0.016531379275677847,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.81,0.63,0.8,0.83,0.84,0.79,0.54,294,213,56,57,294,278,73,57
2,43,binary,gbdt,0.004495078519221168,20,0.5,0.6,5,30,0.0036592299721074075,0.2,0.7,0.1,0.82,0.64,0.84,0.8,0.85,0.79,0.89,0.55,0.82,0.64,0.8,0.84,0.85,0.79,0.55,297,213,56,54,297,278,73,54
2,35,binary,gbdt,0.0036808741168067533,20,0.6,0.8,5,30,0.0040356095198998305,0.2,0.7,0.4,0.82,0.63,0.84,0.79,0.84,0.79,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,295,213,56,56,295,278,73,56
2,44,binary,gbdt,0.0037990402325491545,20,0.9,0.7,5,40,0.0017031061923088243,0.2,0.7,0.1,0.82,0.63,0.84,0.78,0.83,0.8,0.89,0.54,0.82,0.63,0.81,0.83,0.83,0.8,0.54,292,215,54,59,292,281,70,59
2,10,binary,gbdt,0.004593444805837145,15,0.7,0.9,7,40,0.0010866574115857802,0.1,0.7,0.1,0.82,0.64,0.84,0.8,0.85,0.8,0.89,0.55,0.82,0.64,0.8,0.84,0.85,0.79,0.55,297,214,55,54,297,279,72,54
2,5,binary,gbdt,0.001122846475549126,15,0.9,0.5,3,20,0.04255844188903071,0.1,0.4,0.9999999999999999,0.82,0.62,0.83,0.8,0.85,0.77,0.89,0.54,0.81,0.62,0.79,0.84,0.85,0.77,0.53,299,207,62,52,299,270,81,52
3,5,binary,gbdt,0.001122846475549126,15,0.9,0.5,3,20,0.04255844188903071,0.1,0.4,0.9999999999999999,0.8,0.59,0.8,0.81,0.87,0.71,0.89,0.51,0.79,0.59,0.75,0.85,0.87,0.71,0.5,306,191,78,45,306,249,102,45
3,44,binary,gbdt,0.0037990402325491545,20,0.9,0.7,5,40,0.0017031061923088243,0.2,0.7,0.1,0.81,0.61,0.81,0.8,0.86,0.74,0.89,0.52,0.8,0.6,0.77,0.84,0.86,0.74,0.51,303,198,71,48,303,258,93,48
3,89,binary,gbdt,0.0017508367483744954,20,0.6,0.8,5,10,0.016857586301346927,0.0,0.7,0.7,0.81,0.61,0.8,0.82,0.88,0.71,0.89,0.52,0.8,0.6,0.75,0.86,0.88,0.71,0.51,310,191,78,41,310,249,102,41
2,89,binary,gbdt,0.0017508367483744954,20,0.6,0.8,5,10,0.016857586301346927,0.0,0.7,0.7,0.82,0.63,0.83,0.8,0.85,0.78,0.89,0.54,0.81,0.63,0.79,0.84,0.85,0.78,0.54,299,209,60,52,299,273,78,52
2,82,binary,gbdt,0.004775019780451891,20,0.6,0.9,5,10,0.01071268716488402,0.0,0.7,0.1,0.82,0.63,0.84,0.79,0.84,0.8,0.89,0.54,0.82,0.63,0.8,0.83,0.84,0.79,0.54,294,214,55,57,294,279,72,57
2,32,binary,gbdt,0.003872907565795822,20,0.5,0.7,5,30,0.007804287057804024,0.2,0.7,0.1,0.83,0.65,0.84,0.8,0.85,0.8,0.89,0.56,0.82,0.64,0.81,0.84,0.85,0.79,0.56,298,214,55,53,298,279,72,53
3,48,binary,dart,0.0034374258170566893,20,0.5,0.6,7,40,0.0030790007665954817,0.2,0.7,0.9999999999999999,0.79,0.57,0.78,0.8,0.87,0.68,0.89,0.48,0.78,0.56,0.73,0.84,0.87,0.68,0.48,306,183,86,45,306,239,112,45
3,17,binary,gbdt,0.0025808517117786524,10,0.8,0.6,7,10,0.0025804215092136806,0.0,0.9999999999999999,0.4,0.81,0.6,0.8,0.81,0.87,0.72,0.89,0.52,0.8,0.6,0.76,0.85,0.87,0.72,0.51,305,195,74,46,305,254,97,46
2,26,binary,gbdt,0.004435957052527733,10,0.5,0.6,5,30,0.006498423519624841,0.2,0.7,0.1,0.82,0.64,0.84,0.8,0.85,0.8,0.89,0.55,0.82,0.64,0.8,0.84,0.85,0.79,0.55,297,214,55,54,297,279,72,54
3,26,binary,gbdt,0.004435957052527733,10,0.5,0.6,5,30,0.006498423519624841,0.2,0.7,0.1,0.8,0.6,0.8,0.81,0.87,0.72,0.89,0.51,0.79,0.59,0.75,0.85,0.87,0.72,0.5,305,193,76,46,305,252,99,46
